02 9 0 0 25 5122 1 4 101 10 0,11 S OV
02 9 0 0 25 5122 1 4 101 10 0,04 S OV
02 9 0 0 25 5124 9 81 358 0 0,06 S FO
02 9 0 0 25 5128 1 36 102 0 1,19 S VI
02 9 0 0 25 5128 2 27 102 0 0,81 S VI
02 9 0 0 25 5128 4 93 358 0 1,47 S FO
02 9 0 0 25 5128 13 19 102 0 0,22 S VI
02 9 0 0 25 5129 2 19 102 0 0,01 S VI
02 9 0 0 25 5138 1 44 102 0 3,08 S VI
02 9 0 0 25 5138 3 83 358 0 0,11 S FO
02 9 0 0 25 5140 2 44 102 0 0,03 S VI
02 9 0 0 25 5146 6 36 102 0 0,01 S VI
02 9 0 0 25 5146 8 36 102 0 0,02 S VI
02 9 0 0 25 5163 1 1 20 0 0,24 S TA
02 9 0 0 25 5169 4 50 102 0 0,79 S VI
02 9 0 0 25 5170 6 62 335 0 0,07 S TA
02 9 0 0 25 5177 1 42 102 0 2,08 S VI
02 9 0 0 25 15114 2 6 101 10 0,09 S OV
02 9 0 0 25 15114 2 6 101 10 0,03 S OV
02 9 0 0 25 35114 2 10 101 10 0,15 S OV
02 9 0 0 25 35114 2 10 101 10 0,04 S OV
02 9 0 0 522 5113 1 20 102 0 2,14 S VI
02 9 0 0 522 5113 2 84 358 0 0,05 S FO
02 9 0 0 522 5114 1 20 102 0 0,02 S VI
02 9 0 0 522 5115 1 20 102 0 2,55 S VI
02 9 0 0 522 5115 2 20 102 0 0,06 S VI
02 9 0 0 522 5116 1 20 102 0 0,20 S VI
02 9 0 0 522 5116 2 92 358 0 0,17 S FO
02 9 0 0 522 5122 29 17 101 134 0,01 S OV
02 9 0 0 522 5125 2 28 102 0 0,01 S VI
02 9 0 0 522 5131 4 9 101 10 0,27 S OV
02 9 0 0 522 5131 4 9 101 10 0,05 S OV
02 9 0 0 522 5131 5 59 104 14 0,03 S FS
02 9 0 0 522 5131 5 59 104 14 0,03 S FS
02 9 0 0 522 5131 12 28 102 0 1,40 S VI
02 9 0 0 522 5131 16 87 358 0 0,02 S FO
02 9 0 0 522 5131 19 55 104 14 1,04 S FS
02 9 0 0 522 5131 19 55 104 14 0,13 S FS
02 9 0 0 522 5131 22 8 101 10 0,05 S OV
02 9 0 0 522 5131 22 8 101 10 0,15 S OV
02 9 0 0 522 5131 25 58 104 14 0,03 S FS
02 9 0 0 522 5131 25 58 104 14 0,02 S FS
02 9 0 0 522 5132 1 58 104 14 0,06 S FS
02 9 0 0 522 5132 1 58 104 14 0,03 S FS
02 9 0 0 522 5132 3 90 358 0 0,01 S FO
46 130 0 0 17 1 1 56 104 14 0,56 S FS
46 130 0 0 17 8 2 25 102 0 0,90 S VI
46 130 0 0 17 8 4 14 101 10 0,01 S OV
46 130 0 0 17 8 5 13 101 10 0,01 S OV
46 130 0 0 17 8 6 12 101 10 0,01 S OV
46 130 0 0 17 8 9 51 102 0 0,28 S VI
46 130 0 0 17 8 11 57 104 14 0,27 S FS
46 130 0 0 17 8 16 15 101 10 0,36 S OV
46 130 0 0 17 8 19 25 102 0 0,03 S VI
46 130 0 0 17 8 20 60 104 14 0,09 S FS
46 130 0 0 17 8 21 54 104 13 0,13 S FS
46 130 0 0 17 10 7 45 102 0 0,41 S VI
46 130 0 0 17 10 10 45 102 0 0,02 S VI
46 130 0 0 17 15 3 56 104 14 0,12 S FS
